Stock Price,Option Price,Delta,Hedging Error,PNL,PNL (with hedge)
100,4.39168,0.428711,0,0,0
101.65,5.09914,0.470649,-0.00396758,-0.707457,-0.00396758
103.398,5.92517,0.515173,-0.00743452,-1.53349,-0.0114021
102.305,5.34174,0.486327,0.0157129,-0.950057,0.00431076
102.976,5.63751,0.503209,0.0260952,-1.24583,0.030406
101.42,4.85044,0.461633,-0.000798218,-0.45876,0.0296078
104.577,6.40172,0.543813,-0.0977365,-2.01004,-0.0681287
108.056,8.40806,0.630334,-0.119384,-4.01638,-0.187513
108.716,8.79122,0.646129,0.0269436,-4.39954,-0.160569
105.369,6.72633,0.563355,-0.104014,-2.33465,-0.264583
101.565,4.73734,0.461559,-0.159525,-0.345663,-0.424108
101.175,4.52344,0.450114,0.0299539,-0.131765,-0.394154
101.567,4.66514,0.459992,0.0305314,-0.27346,-0.363623
101.023,4.38258,0.444142,0.0281653,0.00910107,-0.335458
102.689,5.12276,0.489376,-0.00439037,-0.731082,-0.339848
101.706,4.61765,0.461337,0.0195105,-0.22597,-0.320338
101.763,4.60639,0.462094,0.0333404,-0.214707,-0.286997
105.382,6.42121,0.561763,-0.14656,-2.02953,-0.433557
107.197,7.44464,0.609901,-0.00907863,-3.05296,-0.442635
107.157,7.37962,0.608895,0.0345636,-2.98794,-0.408072
107.751,7.70516,0.624481,0.0301569,-3.31348,-0.377915
106.855,7.11529,0.600941,0.0243728,-2.72361,-0.353542
105.585,6.33309,0.566171,0.0133962,-1.94141,-0.340146
107.511,7.43314,0.618606,-0.0148907,-3.04146,-0.355036
105.497,6.20097,0.563273,-0.0195259,-1.80929,-0.374562
103.49,5.08744,0.505029,-0.0220519,-0.695762,-0.396614
105.014,5.84921,0.548947,0.00318156,-1.45753,-0.393433
103.931,5.22992,0.516832,0.0192854,-0.838238,-0.374147
104.136,5.29494,0.522398,0.0364097,-0.903256,-0.337738
105.404,5.93804,0.559404,0.0140255,-1.54636,-0.323712
105.669,6.04458,0.566956,0.0366289,-1.6529,-0.287083
106.396,6.42101,0.588038,0.0302394,-2.02933,-0.256844
104.778,5.46508,0.539838,-0.000788799,-1.0734,-0.257633
105.346,5.73261,0.556664,0.0337657,-1.34093,-0.223867
104.327,5.13764,0.525135,0.0225928,-0.745962,-0.201274
104.414,5.13922,0.527323,0.0389003,-0.747537,-0.162374
103.598,4.67577,0.501088,0.0284152,-0.284092,-0.133959
104.128,4.90125,0.517268,0.0352817,-0.509569,-0.098677
104.293,4.94214,0.521964,0.039532,-0.550459,-0.0591449
104.967,5.2561,0.543047,0.0332972,-0.864421,-0.0258477
105.539,5.52573,0.560947,0.035643,-1.13405,0.00979526
104.832,5.09083,0.537898,0.0327783,-0.699154,0.0425736
104.751,5.00119,0.53484,0.0412188,-0.609505,0.0837924
105.918,5.60059,0.572612,0.0198414,-1.20891,0.103634
104.863,4.967,0.53767,0.0235801,-0.575322,0.127214
100.949,3.0781,0.403472,-0.220374,1.31358,-0.0931605
102.363,3.63678,0.45071,0.00798496,0.754901,-0.0851755
100.912,2.97533,0.398933,0.00355943,1.41635,-0.0816161
103.691,4.17017,0.495054,-0.0902071,0.22151,-0.171823
102.314,3.47504,0.445196,0.00888677,0.91664,-0.162936
103.036,3.75738,0.469831,0.0347752,0.634302,-0.128161
103.563,3.96079,0.487846,0.0397727,0.430895,-0.0883886
104.292,4.276,0.513525,0.0359958,0.115679,-0.0523928
105.539,4.89314,0.558202,0.0182914,-0.501463,-0.0341014
106.201,5.21852,0.581845,0.0386259,-0.826836,0.00452448
106.108,5.11221,0.578547,0.0465608,-0.720528,0.0510852
104.977,4.42866,0.536593,0.0236791,-0.0369775,0.0747643
102.925,3.35598,0.457157,-0.0336742,1.0357,0.0410901
105.044,4.3578,0.538297,-0.0372523,0.0338801,0.00383787
104.536,4.03519,0.51803,0.0439411,0.356491,0.047779
104.347,3.88327,0.509833,0.0488913,0.508413,0.0966703
104.628,3.97275,0.520365,0.0489317,0.418932,0.145602
104.131,3.66347,0.499424,0.0456852,0.728207,0.191287
102.387,2.80103,0.425935,-0.013366,1.59065,0.177921
100.732,2.10199,0.355479,-0.00976587,2.28969,0.168155
101.607,2.37541,0.389017,0.0343874,2.01627,0.202543
102.11,2.52103,0.408002,0.0461991,1.87065,0.248742
100.67,1.92575,0.344021,0.00399519,2.46593,0.252737
100.451,1.79949,0.331543,0.0475555,2.59219,0.300292
101.593,2.15019,0.377764,0.0249744,2.24149,0.325267
101.53,2.07018,0.372018,0.0527766,2.32149,0.378044
101.366,1.95296,0.361457,0.0525188,2.43872,0.430562
100.429,1.57984,0.315903,0.0309102,2.81184,0.461473
99.9033,1.36762,0.288699,0.0433592,3.02406,0.504832
99.7402,1.26898,0.277023,0.0488516,3.1227,0.553683
98.256,0.858953,0.210757,-0.00367772,3.53273,0.550006
97.1877,0.616007,0.165955,0.0158876,3.77567,0.565893
96.6897,0.501445,0.14351,0.0304229,3.89024,0.596316
94.975,0.272841,0.0896438,-0.0187359,4.11884,0.57758
93.6928,0.157174,0.0578522,-3.77962e-05,4.23451,0.577542
97.3346,0.482218,0.146096,-0.114823,3.90946,0.46272
96.7414,0.366466,0.119732,0.0277783,4.02521,0.490498
97.2473,0.393087,0.129046,0.0328836,3.99859,0.523382
97.326,0.365196,0.124207,0.0368971,4.02648,0.560279
96.0226,0.201756,0.0784848,0.000440115,4.18992,0.560719
95.9571,0.170241,0.0698344,0.0257004,4.22144,0.586419
95.9614,0.145277,0.0627765,0.0246706,4.2464,0.61109
96.9713,0.189435,0.0804069,0.0187189,4.20224,0.629809
94.5852,0.0489549,0.0263416,-0.0520683,4.34273,0.57774
95.4479,0.0597335,0.0323318,0.011762,4.33195,0.589502
96.9416,0.101618,0.0527511,0.00616592,4.29006,0.595668
97.9916,0.13614,0.0701789,0.0204274,4.25554,0.616096
98.2692,0.120776,0.0664186,0.0342421,4.2709,0.650338
97.3491,0.0489218,0.0324183,0.010172,4.34276,0.66051
95.0216,0.00434548,0.00401304,-0.0311205,4.38733,0.629389
96.1767,0.00546663,0.00531946,0.00353932,4.38621,0.632929
96.8909,0.00401407,0.00440647,0.00526418,4.38767,0.638193
95.995,0.000229495,0.000354666,-0.000141831,4.39145,0.638051
96.0556,8.27115e-06,1.83329e-05,0.000302665,4.39167,0.638354
96.7397,9.32783e-09,3.64542e-08,8.39619e-05,4.39168,0.638438
