Stock Price,Option Price,Delta,Hedging Error,PNL,PNL (with hedge)
100,4.39168,0.428711,0,0,0
97.7772,3.47105,0.370389,-0.0361116,0.92063,-0.0361116
98.6798,3.7833,0.392508,0.018809,0.608377,-0.0173026
99.1632,3.94292,0.404025,0.0266465,0.448759,0.00934386
100.99,4.68965,0.451085,-0.0123004,-0.297972,-0.00295654
101.241,4.76828,0.456897,0.0304549,-0.376598,0.0274983
98.6122,3.62584,0.386274,-0.062643,0.765839,-0.0351446
100.376,4.31357,0.432138,-0.00974184,0.0781056,-0.0448865
101.915,4.97387,0.472557,0.000774377,-0.582193,-0.0441121
100.819,4.43655,0.44221,0.0151811,-0.0448667,-0.028931
99.2526,3.74281,0.398815,-0.00296286,0.648867,-0.0318938
99.6342,3.86222,0.408052,0.0292028,0.529456,-0.00269108
98.4308,3.35737,0.374209,0.010165,1.03431,0.00747394
99.9461,3.92026,0.414424,0.000836169,0.471422,0.00831011
99.841,3.84144,0.410431,0.0315361,0.550245,0.0398462
98.8469,3.41265,0.381779,0.0170676,0.979026,0.0569138
98.1947,3.13585,0.362522,0.0244282,1.25583,0.0813421
95.7187,2.29104,0.294573,-0.0560126,2.10064,0.0253295
97.8679,2.95202,0.350722,-0.0304402,1.43966,-0.00511077
99.2626,3.43264,0.388308,0.00539337,0.959036,0.000282599
100.329,3.82593,0.41747,0.0173424,0.565746,0.017625
101.6,4.34124,0.453043,0.0114834,0.0504425,0.0291084
104.128,5.53816,0.525119,-0.0557173,-1.14648,-0.0266089
103.65,5.24993,0.510867,0.03226,-0.858255,0.00565112
105.151,6.00761,0.553467,0.00424911,-1.61593,0.00990023
105.192,5.98894,0.554354,0.0363432,-1.59726,0.0462435
107.075,7.04099,0.607129,-0.0131992,-2.64931,0.0330443
107.211,7.08123,0.610946,0.0362305,-2.68955,0.0692748
108.334,7.7425,0.641696,0.0192575,-3.35082,0.0885323
106.035,6.29729,0.577768,-0.0358848,-1.90561,0.0526474
103.534,4.90198,0.503161,-0.0552199,-0.510296,-0.0025725
102.496,4.35447,0.470641,0.0204346,0.0372086,0.0178621
103.19,4.64594,0.491209,0.0305994,-0.254259,0.0484616
101.549,3.84058,0.439222,-0.00518046,0.551103,0.0432811
102.619,4.28588,0.471753,0.0204996,0.1058,0.0637807
100.713,3.40353,0.410472,-0.0209694,0.988152,0.0428113
102.608,4.19523,0.469568,-0.017622,0.196453,0.0251892
100.874,3.38763,0.412843,-0.0111419,1.00405,0.0140473
103.208,4.39502,0.487091,-0.0473094,-0.00333935,-0.0332621
104.515,5.01373,0.528574,0.0132275,-0.622054,-0.0200346
107.862,6.91284,0.632522,-0.13502,-2.52116,-0.155055
108.03,6.9734,0.637915,0.0395259,-2.58172,-0.115529
108.994,7.55599,0.666725,0.0260349,-3.16431,-0.0894941
107.11,6.30589,0.610524,-0.0119393,-1.91421,-0.101433
107.667,6.60352,0.628145,0.0365288,-2.21184,-0.0649046
106.154,5.64092,0.580128,0.00577067,-1.24924,-0.0591339
105.331,5.12648,0.552656,0.031418,-0.734802,-0.027716
103.478,4.11365,0.488474,-0.0161841,0.278034,-0.0439
104.431,4.54605,0.520959,0.0281824,-0.15437,-0.0157176
105.408,5.02258,0.554507,0.0278766,-0.630902,0.012159
104.497,4.4822,0.522133,0.02971,-0.0905201,0.041869
106.111,5.32054,0.578605,-0.000422602,-0.928857,0.0414464
107.125,5.8743,0.613625,0.0274344,-1.48262,0.0688808
106.312,5.33529,0.585716,0.0340479,-0.943615,0.102929
107.353,5.91222,0.622257,0.0269929,-1.52054,0.129922
109.237,7.09395,0.685681,-0.0151168,-2.70227,0.114805
109.043,6.91021,0.680568,0.0437662,-2.51853,0.158571
110.749,8.06842,0.735182,-0.00348138,-3.67674,0.15509
111.856,8.8523,0.768796,0.0224503,-4.46062,0.17754
110.909,8.08739,0.743479,0.0292513,-3.69571,0.206791
112.149,8.98422,0.781071,0.0177865,-4.59254,0.224578
110.097,7.39048,0.72194,-0.0168048,-2.9988,0.207773
109.755,7.09208,0.712498,0.0438971,-2.7004,0.25167
110.001,7.2155,0.722458,0.0449532,-2.82382,0.296623
111.468,8.25963,0.770786,0.0088368,-3.86795,0.30546
108.3,5.92285,0.665828,-0.113226,-1.53117,0.192234
108.584,6.05635,0.6779,0.0490566,-1.66467,0.241291
110.772,7.5722,0.756527,-0.0388484,-3.18052,0.202442
108.733,6.04249,0.686898,-0.0203763,-1.65081,0.182066
110.736,7.43674,0.760617,-0.0253339,-3.04506,0.156732
109.729,6.6306,0.728247,0.0325494,-2.23892,0.189282
109.674,6.53227,0.728779,0.0509225,-2.14059,0.240204
111.831,8.13301,0.805024,-0.0360918,-3.74133,0.204112
111.33,7.67951,0.79271,0.042327,-3.28783,0.246439
113.901,9.77065,0.869402,-0.0612753,-5.37897,0.185164
112.143,8.23051,0.825889,0.00297979,-3.83883,0.188144
109.996,6.47263,0.756352,-0.0230949,-2.08095,0.165049
108.811,5.53869,0.711508,0.0300023,-1.14701,0.195051
106.734,4.08712,0.616607,-0.0334998,0.304561,0.161551
106.646,3.95999,0.613552,0.0666701,0.431693,0.228221
108.533,5.13649,0.709142,-0.025011,-0.744811,0.20321
110.201,6.31723,0.785947,-0.00508683,-1.92555,0.198124
112.669,8.31652,0.875904,-0.0674257,-3.92484,0.130698
113.186,8.72638,0.895808,0.0345017,-4.3347,0.1652
110.609,6.4537,0.819613,-0.0448613,-2.06202,0.120338
111.605,7.23146,0.86273,0.0301213,-2.83978,0.15046
112.738,8.18051,0.90407,0.0197128,-3.78883,0.170172
114.061,9.35888,0.94104,0.00818768,-4.9672,0.17836
114.685,9.91606,0.95792,0.0201598,-5.52438,0.19852
112.013,7.3738,0.908463,-0.0268801,-2.98212,0.17164
111.757,7.08859,0.910549,0.0431145,-2.69691,0.214754
112.465,7.69557,0.93953,0.0284795,-3.30389,0.243234
113.522,8.66667,0.968393,0.0117983,-4.27499,0.255032
111.884,7.05926,0.947259,0.0118225,-2.66758,0.266854
108.829,4.23585,0.840856,-0.0809164,0.155832,0.185938
108.451,3.8247,0.837591,0.0853623,0.566985,0.2713
108.628,3.87901,0.874398,0.0852721,0.512665,0.356572
105.256,1.25218,0.546651,-0.330952,3.1395,0.0256202
102.005,0.0930884,0.0920941,-0.623603,4.29859,-0.597982
103.914,0.234917,0.251164,0.0329722,4.15676,-0.56501
