Stock Price,Option Price,Delta,Hedging Error,PNL,PNL (with hedge)
100,4.39168,0.428711,0,0,0
100.446,4.55121,0.439379,0.0277157,-0.159529,0.0277157
98.0678,3.54792,0.376688,-0.0454197,0.84376,-0.0177041
98.8496,3.8175,0.395839,0.0216061,0.574182,0.003902
99.9494,4.2346,0.423655,0.0147529,0.15708,0.0186549
101.92,5.08489,0.47487,-0.0191185,-0.693215,-0.000463583
99.3271,3.90878,0.405184,-0.0595819,0.482902,-0.0600455
99.9027,4.11195,0.419475,0.0264253,0.279734,-0.0336202
98.7185,3.60059,0.386779,0.0108407,0.791086,-0.0227795
97.2688,3.03614,0.347178,0.000341483,1.35554,-0.0224381
95.9305,2.56496,0.311063,0.00346794,1.82672,-0.0189701
96.0518,2.57284,0.312679,0.0271697,1.81884,0.00819961
96.8568,2.80157,0.332165,0.0202215,1.59011,0.0284211
95.1326,2.23868,0.286099,-0.0127285,2.153,0.0156926
95.1657,2.21926,0.285308,0.0264233,2.17241,0.042116
95.4852,2.2822,0.291825,0.0257379,2.10948,0.0678539
96.1325,2.44591,0.307028,0.0226787,1.94577,0.0905326
95.3938,2.19671,0.286152,0.0197096,2.19497,0.110242
94.5264,1.93004,0.262351,0.0159914,2.46164,0.126234
93.8942,1.74214,0.244868,0.019761,2.64954,0.145995
92.2806,1.35416,0.204885,-0.00922191,3.03752,0.136773
91.953,1.26489,0.195597,0.0204274,3.12679,0.1572
93.5476,1.5795,0.230777,-0.00435904,2.81218,0.152841
92.9918,1.42956,0.215521,0.0197056,2.96212,0.172547
92.136,1.22995,0.193776,0.0133505,3.16173,0.185897
94.4724,1.71859,0.247954,-0.0375328,2.67309,0.148364
93.6769,1.5025,0.226045,0.0167031,2.88918,0.165067
92.0898,1.15026,0.186601,-0.00847498,3.24142,0.156592
90.2905,0.829661,0.146509,-0.01672,3.56202,0.139872
90.149,0.789682,0.14167,0.0180379,3.602,0.15791
88.5177,0.567223,0.110103,-0.00982988,3.82446,0.14808
89.2563,0.635775,0.120875,0.0118856,3.75591,0.159966
89.6687,0.668937,0.126292,0.0156907,3.72274,0.175657
86.4699,0.338425,0.0739902,-0.0745107,4.05325,0.101146
86.1421,0.30366,0.0680902,0.0099198,4.08802,0.111066
89.738,0.623184,0.12117,-0.0752181,3.7685,0.0358476
