Stock Price,Option Price,Delta,Hedging Error,PNL,PNL (with hedge)
100,4.39168,0.428711,0,0,0
99.8425,4.2909,0.423704,0.0294225,0.100777,0.0294225
100.936,4.73506,0.451309,0.0153499,-0.343375,0.0447724
103.35,5.86377,0.513423,-0.0434333,-1.47209,0.00133912
103.749,6.0344,0.523265,0.0300053,-1.64272,0.0313444
103.64,5.94036,0.519962,0.0319256,-1.54868,0.0632701
101.948,5.06216,0.474898,-0.00613728,-0.670481,0.0571328
101.436,4.78666,0.460501,0.0280265,-0.394982,0.0851593
104.634,6.35711,0.544586,-0.102074,-1.96543,-0.0169142
103.764,5.85572,0.521323,0.0227071,-1.46404,0.00579286
102.957,5.40608,0.499212,0.0239114,-1.0144,0.0297042
101.796,4.80799,0.467054,0.0139961,-0.416311,0.0437003
99.8567,3.91858,0.413044,-0.0204534,0.4731,0.0232469
101.369,4.53794,0.453699,0.00165859,-0.146256,0.0249055
100.34,4.04962,0.424251,0.0171988,0.34206,0.0421043
99.8846,3.82375,0.41053,0.0289237,0.567933,0.0710279
102.087,4.7576,0.471179,-0.033435,-0.365921,0.0375929
99.0055,3.40398,0.383643,-0.102543,0.987702,-0.0649506
96.6766,2.5536,0.318293,-0.0465369,1.83808,-0.111487
96.1967,2.37292,0.303841,0.0251159,2.01876,-0.0863715
97.4433,2.73949,0.336025,0.00951901,1.65219,-0.0768525
98.8418,3.20138,0.373736,0.00506932,1.1903,-0.0717832
97.8099,2.79684,0.343133,0.0155163,1.59484,-0.056267
97.4089,2.62808,0.330331,0.0281092,1.7636,-0.0281578
95.9037,2.13113,0.287333,-0.00320766,2.26055,-0.0313654
95.756,2.05821,0.281536,0.027953,2.33347,-0.00341244
95.8613,2.05696,0.282508,0.0284317,2.33472,0.0250193
96.0494,2.0791,0.285739,0.0285324,2.31258,0.0535517
97.0402,2.34233,0.311436,0.0173557,2.04935,0.0709074
97.4425,2.43566,0.321118,0.0291944,1.95602,0.100102
96.0169,1.97497,0.279063,5.93951e-05,2.41671,0.100161
95.7142,1.86056,0.268747,0.0274821,2.53112,0.127643
95.9082,1.88156,0.272038,0.0288012,2.51012,0.156445
93.4092,1.25857,0.204572,-0.0592271,3.13311,0.0972174
94.3789,1.44013,0.226741,0.015058,2.95155,0.112275
95.5511,1.69287,0.255826,0.0110578,2.69881,0.123333
97.6943,2.27052,0.315445,-0.0316149,2.12116,0.0917183
96.903,1.99596,0.28994,0.0221355,2.39572,0.113854
97.5817,2.16377,0.308043,0.0264168,2.22791,0.140271
98.9731,2.5833,0.349048,0.00631642,1.80838,0.146587
96.6585,1.82401,0.276187,-0.0517856,2.56767,0.0948015
95.2536,1.43355,0.233722,-4.54288e-06,2.95813,0.094797
94.3606,1.20693,0.207184,0.0158381,3.18475,0.110635
94.8514,1.28183,0.217706,0.0249829,3.10985,0.135618
95.5922,1.41873,0.235671,0.022468,2.97295,0.158086
95.0392,1.26214,0.217615,0.0241723,3.12954,0.182258
94.2898,1.0781,0.194794,0.0190526,3.31358,0.201311
91.8536,0.654737,0.134088,-0.0528701,3.73694,0.148441
91.8903,0.637768,0.132171,0.0207459,3.75391,0.169187
91.6524,0.585783,0.12446,0.0194153,3.8059,0.188602
92.7069,0.70498,0.144602,0.0109921,3.6867,0.199594
92.3918,0.637584,0.134644,0.0205854,3.7541,0.220179
92.7417,0.662212,0.13957,0.021333,3.72947,0.241512
92.6065,0.620222,0.133545,0.0219304,3.77146,0.263443
92.5687,0.592097,0.129692,0.0219323,3.79958,0.285375
92.6204,0.575738,0.127783,0.02197,3.81594,0.307345
92.8929,0.587579,0.130773,0.021887,3.8041,0.329232
92.9239,0.567884,0.128284,0.02263,3.8238,0.351862
93.2858,0.591034,0.133361,0.022184,3.80065,0.374046
93.9015,0.650987,0.144884,0.0210238,3.74069,0.39507
93.3817,0.554193,0.128849,0.0202348,3.83749,0.415305
91.9342,0.371117,0.0945352,-0.00452325,4.02056,0.410781
92.4566,0.401956,0.101641,0.0177536,3.98972,0.428535
94.8959,0.68797,0.156342,-0.0389206,3.70371,0.389614
92.6704,0.380992,0.0991393,-0.0423262,4.01069,0.347288
90.6123,0.202057,0.0597081,-0.02595,4.18962,0.321338
92.3352,0.309206,0.0854095,-0.00475981,4.08247,0.316578
91.6013,0.234633,0.0688838,0.0111722,4.15705,0.327751
91.0125,0.182278,0.0565082,0.011223,4.2094,0.338974
91.647,0.204967,0.0629493,0.0127079,4.18671,0.351681
91.7504,0.195422,0.0611976,0.0155385,4.19626,0.36722
92.2935,0.213456,0.0665956,0.0147025,4.17822,0.381922
92.6463,0.219541,0.0689838,0.0168549,4.17214,0.398777
89.8291,0.0752633,0.0283988,-0.0506332,4.31642,0.348144
88.9572,0.0471496,0.019228,0.0031395,4.34453,0.351284
89.9367,0.0612715,0.0244481,0.00458266,4.33041,0.355866
89.1391,0.0382111,0.0164707,0.00338382,4.35347,0.35925
89.4844,0.0380203,0.0166472,0.00577166,4.35366,0.365022
87.8293,0.0146783,0.00731117,-0.00431864,4.377,0.360703
88.5795,0.0174324,0.00865919,0.00270412,4.37425,0.363407
87.9228,0.00998709,0.00536394,0.00172055,4.38169,0.365128
88.3728,0.0100257,0.00548248,0.00236563,4.38165,0.367493
88.7357,0.00951819,0.00533642,0.00248636,4.38216,0.36998
90.6114,0.0205752,0.0108249,-0.00105665,4.3711,0.368923
91.1074,0.0210213,0.0112811,0.00486435,4.37066,0.373788
91.5506,0.0207103,0.011403,0.00524864,4.37097,0.379036
91.6451,0.0165376,0.00958534,0.00518656,4.37514,0.384223
92.9466,0.0260799,0.0147447,0.00288546,4.3656,0.387108
93.508,0.0268002,0.0155673,0.00746166,4.36488,0.39457
91.9611,0.00696439,0.00484338,-0.00434772,4.38472,0.390222
92.8173,0.00815762,0.00579324,0.00294873,4.38352,0.393171
91.6581,0.00193274,0.00163179,-0.000503863,4.38975,0.392667
94.1381,0.00791435,0.00615105,-0.0019104,4.38377,0.390757
95.1641,0.00991546,0.00794002,0.00429149,4.38176,0.395048
95.5586,0.00705498,0.00621997,0.00595809,4.38462,0.401006
100.009,0.121932,0.0802788,-0.087215,4.26975,0.313791
101.015,0.154432,0.106366,0.047539,4.23725,0.36133
102.667,0.303746,0.203219,0.0253461,4.08793,0.386676
