Stock Price,Option Price,Delta,Hedging Error,PNL,PNL (with hedge)
100,4.39168,0.428711,0,0,0
101.13,4.85807,0.457167,0.0143234,-0.466394,0.0143234
100.39,4.49264,0.437056,0.0229708,-0.100956,0.0372942
97.9652,3.47758,0.372875,-0.0486613,0.914099,-0.0113672
97.9168,3.42769,0.370434,0.0285669,0.963992,0.0171997
97.7118,3.32057,0.363898,0.0279377,1.07111,0.0451374
98.6494,3.64024,0.387256,0.018308,0.751443,0.0634453
98.5144,3.55528,0.382532,0.0292679,0.836401,0.0927132
98.0102,3.33331,0.36799,0.0257101,1.05837,0.118423
98.1149,3.3393,0.369515,0.0293112,1.05238,0.147734
99.0641,3.66811,0.393727,0.0186892,0.723567,0.166424
98.2934,3.33949,0.371769,0.0216814,1.05219,0.188105
98.2557,3.29224,0.369478,0.0299434,1.09944,0.218049
94.9805,2.19547,0.282269,-0.116579,2.19621,0.10147
95.0265,2.17978,0.281785,0.0262278,2.2119,0.127697
93.548,1.76407,0.243677,-0.00332427,2.62761,0.124373
94.4293,1.96044,0.263436,0.0163148,2.43124,0.140688
93.4515,1.68847,0.237794,0.0121248,2.70321,0.152813
94.7446,1.98787,0.267845,0.00605759,2.40381,0.15887
95.1914,2.08077,0.277498,0.0244601,2.31091,0.183331
94.3083,1.81787,0.25328,0.0154493,2.57381,0.19878
93.2019,1.52694,0.224387,0.00853389,2.86474,0.207314
94.3857,1.78154,0.251506,0.00912197,2.61014,0.216436
95.4121,2.02316,0.276087,0.0143689,2.36852,0.230805
93.491,1.51372,0.225502,-0.0233448,2.87796,0.20746
96.1937,2.18404,0.293364,-0.0627587,2.20764,0.144701
95.0857,1.84591,0.261861,0.0105191,2.54577,0.15522
97.1753,2.41833,0.317032,-0.0275088,1.97335,0.127711
97.9917,2.65158,0.338695,0.0227572,1.7401,0.150469
94.7962,1.68376,0.248301,-0.117512,2.70792,0.0329569
93.8974,1.44363,0.223211,0.0148023,2.94805,0.0477592
95.8873,1.9075,0.273497,-0.0216285,2.48418,0.0261307
97.0452,2.20899,0.304148,0.0127848,2.18269,0.0389156
98.6985,2.71478,0.351198,-0.0056582,1.6769,0.0332574
99.9063,3.12203,0.386642,0.0137675,1.26965,0.0470248
99.33,2.86588,0.367185,0.029812,1.5258,0.0768368
96.8568,2.01675,0.290688,-0.0623392,2.37493,0.0144976
96.0768,1.76632,0.266107,0.0211199,2.62536,0.0356175
95.7455,1.64786,0.254514,0.0279291,2.74382,0.0635467
95.604,1.58054,0.248242,0.0290615,2.81114,0.0926082
96.6602,1.82449,0.276237,0.016067,2.56719,0.108675
97.799,2.12169,0.308376,0.0149067,2.26999,0.123582
96.3437,1.67144,0.262287,-0.00129455,2.72024,0.122287
97.7537,2.03398,0.302591,0.00495144,2.3577,0.127239
97.7119,1.98431,0.299021,0.0342964,2.40737,0.161535
98.3834,2.15351,0.318087,0.0289309,2.23817,0.190466
100.231,2.75458,0.377324,-0.0161554,1.6371,0.174311
100.97,2.99835,0.400927,0.0315058,1.39333,0.205816
101.722,3.26395,0.42563,0.0322631,1.12773,0.23808
103.016,3.79642,0.47022,0.0143364,0.595262,0.252416
102.816,3.65512,0.461934,0.0428846,0.736562,0.295301
103.511,3.93563,0.485974,0.0361566,0.45605,0.331457
102.966,3.62701,0.465018,0.0390672,0.764666,0.370524
100.234,2.44811,0.363461,-0.0959151,1.94357,0.274609
102.706,3.40873,0.452877,-0.0653455,0.982946,0.209264
102.252,3.15732,0.434322,0.0412946,1.23436,0.250558
101.782,2.90861,0.414859,0.0408787,1.48307,0.291437
103.093,3.43338,0.463666,0.0149385,0.958299,0.306376
105.609,4.66803,0.559882,-0.0723165,-0.276345,0.234059
108.298,6.25409,0.658733,-0.0857301,-1.86241,0.148329
108.527,6.35193,0.667787,0.0462827,-1.96025,0.194612
110.316,7.54932,0.728928,-0.00907297,-3.15764,0.185539
111.608,8.46731,0.770247,0.0164108,-4.07563,0.20195
113.234,9.71092,0.816982,0.00122376,-5.31924,0.203173
115.625,11.692,0.873575,-0.0359488,-7.30031,0.167225
115.861,11.8599,0.880993,0.0292127,-7.46824,0.196437
116.74,12.6057,0.89976,0.0199595,-8.214,0.216397
114.3,10.4231,0.854216,-0.0222645,-6.03137,0.194132
115.881,11.7626,0.890383,0.00272156,-7.37092,0.196854
114.119,10.1811,0.856413,0.00328655,-5.78939,0.20014
116.151,11.9288,0.90176,-0.0160698,-7.53709,0.184071
116.849,12.5279,0.916886,0.0213649,-8.13626,0.205435
116.412,12.0926,0.913016,0.0250456,-7.70088,0.230481
117.534,13.095,0.933631,0.0125907,-8.7033,0.243072
115.559,11.2428,0.904951,-0.00135479,-6.85108,0.241717
116.523,12.0894,0.92548,0.0170761,-7.69771,0.258793
115.743,11.335,0.916119,0.0227225,-6.94331,0.281516
115.941,11.4809,0.923593,0.0263961,-7.08927,0.307912
117.362,12.7782,0.948426,0.00500326,-8.38653,0.312915
112.309,8.16031,0.849051,-0.184057,-3.76863,0.128858
112.829,8.55674,0.869247,0.0370365,-4.16506,0.165894
112.594,8.30188,0.868038,0.0412186,-3.9102,0.207113
113.238,8.81945,0.891211,0.0325428,-4.42777,0.239656
115.958,11.2917,0.949974,-0.0570831,-6.90004,0.182572
115.241,10.5796,0.944029,0.0212929,-6.18789,0.203865
116.827,12.0677,0.969289,-0.00105427,-7.67606,0.202811
117.7,12.8957,0.980465,0.00859377,-8.50404,0.211405
119.505,14.6585,0.992142,-0.00345938,-10.2668,0.207945
119.899,15.035,0.994953,0.0041471,-10.6433,0.212093
115.777,10.9446,0.976586,-0.0208207,-6.55295,0.191272
116.45,11.5829,0.986138,0.00897609,-7.19124,0.200248
118.823,13.9222,0.997096,-0.00976207,-9.53048,0.190486
118.105,13.1927,0.997278,0.00283197,-8.80103,0.193318
121.661,16.7342,0.999894,-0.00548677,-12.3425,0.187831
123.108,18.171,0.999992,6.75569e-05,-13.7793,0.187899
123.753,18.8052,0.999999,0.000104253,-14.4136,0.188003
126.149,21.1908,1,0.000101085,-16.7991,0.188104
126.457,21.4884,1,0.000101971,-17.0967,0.188206
127.134,22.1545,1,0.000101989,-17.7628,0.188308
124.794,19.8044,1,0.000102007,-15.4127,0.18841
