Stock Price,Option Price,Delta,Hedging Error,PNL,PNL (with hedge)
100,4.39168,0.428711,0,0,0
101.699,5.12228,0.471921,-0.0060579,-0.730596,-0.0060579
102.471,5.45882,0.491275,0.0237709,-1.06714,0.017713
101.675,5.04052,0.469868,0.0226874,-0.648843,0.0404005
102.003,5.16015,0.477749,0.0301107,-0.768467,0.0705112
102.727,5.47667,0.49612,0.0251851,-1.08499,0.0956963
99.908,4.1486,0.42061,-0.0751147,0.243081,0.0205816
100.546,4.38753,0.436693,0.0258675,0.00415304,0.046449
99.6054,3.95416,0.410489,0.0185114,0.437522,0.0649605
96.1615,2.66766,0.318455,-0.13085,1.72402,-0.065889
95.7665,2.5143,0.306879,0.0247833,1.87738,-0.0411057
96.6817,2.77492,0.329017,0.0175705,1.61676,-0.0235353
97.2028,2.9181,0.341308,0.0253858,1.47358,0.00185046
95.5,2.3455,0.295429,-0.0115954,2.04618,-0.00974491
94.9594,2.16095,0.280095,0.0222986,2.23073,0.0125537
97.7968,3.02688,0.353038,-0.0736339,1.3648,-0.0610802
96.9675,2.71148,0.329198,0.0194995,1.6802,-0.0415807
96.5783,2.55396,0.317243,0.0264981,1.83772,-0.0150826
96.2144,2.40932,0.305956,0.0263926,1.98236,0.0113099
97.6894,2.85651,0.344332,0.00143923,1.53517,0.0127492
97.818,2.86734,0.346397,0.0303826,1.52434,0.0431318
98.4826,3.06897,0.36356,0.0255308,1.32271,0.0686626
98.6683,3.10179,0.367402,0.0314501,1.28989,0.100113
98.098,2.86238,0.349721,0.0265946,1.5293,0.126707
97.0391,2.47489,0.318374,0.0140496,1.91679,0.140757
97.8312,2.70152,0.339006,0.0227723,1.69016,0.163529
98.7178,2.97745,0.362971,0.0216194,1.41423,0.185149
100.811,3.76281,0.423565,-0.0287784,0.628872,0.15637
102.041,4.26596,0.459516,0.0138463,0.125715,0.170216
104.072,5.21937,0.519965,-0.0241987,-0.827693,0.146018
108.004,7.44678,0.633349,-0.187822,-3.0551,-0.0418047
107.63,7.16864,0.623231,0.0352216,-2.77696,-0.00658312
107.762,7.20746,0.627152,0.0372544,-2.81578,0.0306712
107.68,7.11288,0.625111,0.0376564,-2.7212,0.0683276
107.695,7.07772,0.625766,0.0380456,-2.68604,0.106373
110.391,8.82263,0.699667,-0.0634866,-4.43095,0.0428866
109.5,8.16562,0.676877,0.0266045,-3.77394,0.0694911
109.669,8.23655,0.682119,0.0369953,-3.84487,0.106486
111.097,9.19486,0.72036,0.00946032,-4.80318,0.115947
111.784,9.65325,0.738548,0.0295872,-5.26157,0.145534
113.725,11.0908,0.784869,-0.0114118,-6.6991,0.134122
113.357,10.7622,0.778081,0.031744,-6.3705,0.165866
111.975,9.66616,0.746763,0.01316,-5.27448,0.179026
114.289,11.4169,0.801424,-0.0303862,-7.02523,0.14864
112.054,9.63899,0.751285,-0.0206126,-5.24731,0.128027
113.248,10.5114,0.781397,0.0172043,-6.11971,0.145232
114.829,11.7353,0.817655,0.00393633,-7.34364,0.149168
111.46,9.06317,0.740058,-0.0909721,-4.67149,0.058196
112.046,9.45707,0.756671,0.0325932,-5.0654,0.0907891
109.553,7.60611,0.688925,-0.0433593,-3.21443,0.0474298
108.534,6.87107,0.658611,0.0265883,-2.47939,0.0740181
107.312,6.04017,0.619531,0.0198155,-1.64849,0.0938336
106.304,5.3819,0.585349,0.0276766,-0.99022,0.12151
108.045,6.40225,0.645024,-0.00686944,-2.01057,0.114641
108.876,6.89881,0.673005,0.0328311,-2.50713,0.147472
108.973,6.91387,0.677191,0.0439933,-2.52219,0.191465
106.248,5.14074,0.583704,-0.0789811,-0.749062,0.112484
107.639,5.93471,0.633959,0.0124372,-1.54303,0.124921
110.175,7.60079,0.719369,-0.0643742,-3.20911,0.060547
109.109,6.79917,0.686413,0.0272402,-2.40749,0.0877872
106.992,5.36872,0.612327,-0.0295257,-0.977045,0.0582615
107.772,5.80278,0.64185,0.0377543,-1.4111,0.0960157
106.013,4.6756,0.575364,-0.00773006,-0.283925,0.0882857
108.006,5.84283,0.652452,-0.0263417,-1.45115,0.061944
108.229,5.93313,0.661906,0.0489808,-1.54145,0.110925
109.186,6.52741,0.698182,0.032323,-2.13573,0.143248
105.461,4.13123,0.552581,-0.211162,0.260452,-0.0679148
101.186,2.10878,0.365833,-0.345431,2.2829,-0.413346
100.198,1.71702,0.320965,0.0268376,2.67466,-0.386508
99.4489,1.43953,0.286457,0.0340406,2.95215,-0.352467
