Stock Price,Option Price,Delta,Hedging Error,PNL,PNL (with hedge)
100,4.39168,0.428711,0,0,0
97.3658,3.32083,0.359894,-0.062267,1.07085,-0.062267
96.7834,3.08524,0.343868,0.0228225,1.30644,-0.0394445
97.4131,3.27563,0.358655,0.0231292,1.11605,-0.0163153
95.0978,2.48497,0.299054,-0.0428523,1.90671,-0.0591676
93.3929,1.98461,0.256678,-0.012064,2.40707,-0.0712316
91.2144,1.45708,0.206411,-0.0338602,2.9346,-0.105092
93.8821,2.06008,0.265045,-0.0540841,2.3316,-0.159176
94.6764,2.25043,0.282686,0.0178886,2.14125,-0.141287
95.0646,2.33361,0.290728,0.0241153,2.05807,-0.117172
94.0497,2.02437,0.264235,0.0116566,2.36731,-0.105515
95.3369,2.35582,0.294444,0.00639843,2.03586,-0.0991169
94.3541,2.05105,0.268355,0.012828,2.34063,-0.0862889
94.7637,2.13485,0.276838,0.0238074,2.25683,-0.0624816
93.9159,1.88221,0.254286,0.015547,2.50947,-0.0469345
92.5681,1.53662,0.220719,0.000676224,2.85506,-0.0462583
91.59,1.30878,0.197039,0.0100635,3.0829,-0.0361949
90.7826,1.13546,0.178017,0.0125685,3.25622,-0.0236264
92.3853,1.42413,0.211045,-0.00483909,2.96755,-0.0284655
94.1621,1.80863,0.251469,-0.0113221,2.58305,-0.0397876
96.0304,2.29194,0.297739,-0.0156594,2.09974,-0.055447
96.9593,2.54761,0.321141,0.0182714,1.84407,-0.0371756
97.7367,2.77179,0.341081,0.0226373,1.61989,-0.0145383
96.8848,2.45877,0.31579,0.0194276,1.93291,0.00488929
96.8534,2.41626,0.313228,0.0298117,1.97542,0.034701
95.4241,1.96624,0.27269,-0.000458887,2.42544,0.0342421
95.3805,1.92423,0.269635,0.0277393,2.46745,0.0619813
96.0346,2.07487,0.285335,0.0233861,2.31681,0.0853675
99.1333,3.05729,0.372176,-0.10075,1.33439,-0.0153828
99.348,3.10053,0.377082,0.0332917,1.29115,0.0179089
96.7175,2.17732,0.298619,-0.0720932,2.21436,-0.0541844
94.2352,1.49236,0.229617,-0.058962,2.89932,-0.113146
98.1913,2.57669,0.337714,-0.177967,1.81499,-0.291114
98.7808,2.74379,0.35369,0.0289279,1.64789,-0.262186
99.0605,2.80609,0.360538,0.033426,1.58559,-0.22876
99.8211,3.04996,0.382464,0.0270608,1.34172,-0.201699
103.242,4.49918,0.489766,-0.144507,-0.107495,-0.346205
103.755,4.71054,0.505392,0.0354039,-0.318865,-0.310802
103.112,4.34838,0.483985,0.0326508,0.0432982,-0.278151
101.903,3.74382,0.443625,0.0148794,0.647863,-0.263271
101.958,3.72478,0.444249,0.0392807,0.666897,-0.223991
103.721,4.51344,0.501501,-0.00982923,-0.121761,-0.23382
103.968,4.59251,0.50899,0.0402357,-0.200828,-0.193584
100.333,2.92104,0.386036,-0.183369,1.47064,-0.376953
100.97,3.13003,0.405749,0.032997,1.26165,-0.343956
99.1031,2.39083,0.341522,-0.0218967,2.00085,-0.365853
100.848,2.99355,0.398369,-0.0101299,1.39813,-0.375983
100.476,2.80447,0.383867,0.0373377,1.58721,-0.338645
98.7484,2.15186,0.323267,-0.0141338,2.23982,-0.352779
98.274,1.96293,0.305212,0.0325858,2.42875,-0.320193
97.4431,1.68318,0.275704,0.0233358,2.7085,-0.296857
96.3944,1.37669,0.240231,0.0148428,3.01499,-0.282015
96.9968,1.49053,0.256017,0.0286947,2.90115,-0.25332
95.9176,1.19883,0.219997,0.0130569,3.19285,-0.240263
95.8754,1.15624,0.215666,0.0313046,3.23544,-0.208959
96.8253,1.33844,0.241683,0.0207075,3.05324,-0.188251
94.0511,0.754919,0.158734,-0.0891579,3.63676,-0.277409
92.5028,0.515844,0.118966,-0.00813463,3.87584,-0.285544
93.2953,0.592306,0.133585,0.0167502,3.79937,-0.268793
94.5142,0.744546,0.160669,0.0093856,3.64713,-0.259408
94.6901,0.743867,0.161844,0.0274809,3.64781,-0.231927
92.7786,0.458097,0.111823,-0.0250708,3.93358,-0.256998
91.2771,0.2956,0.0793492,-0.00640562,4.09608,-0.263403
89.9841,0.193116,0.0564558,-0.000833973,4.19856,-0.264237
93.2148,0.438105,0.110824,-0.0631048,3.95358,-0.327342
94.9849,0.64195,0.15094,-0.00869095,3.74973,-0.336033
94.7241,0.574737,0.139854,0.0264577,3.81694,-0.309575
95.1262,0.602872,0.146599,0.0268005,3.78881,-0.282775
95.5669,0.638214,0.15479,0.0279169,3.75347,-0.254858
91.896,0.22114,0.0670173,-0.152581,4.17054,-0.407439
92.2911,0.230906,0.070223,0.0160842,4.16077,-0.391355
93.1698,0.278754,0.0828685,0.0132018,4.11293,-0.378153
95.5608,0.510936,0.136153,-0.0348209,3.88074,-0.412974
97.5423,0.800379,0.194776,-0.0209382,3.5913,-0.433912
98.0627,0.862875,0.208726,0.0370225,3.5288,-0.39689
95.7446,0.441334,0.126112,-0.0643056,3.95035,-0.461196
97.2506,0.626511,0.168131,0.00355746,3.76517,-0.457638
99.0328,0.935512,0.23094,-0.0109704,3.45617,-0.468608
97.5129,0.590064,0.165387,-0.00778042,3.80162,-0.476389
98.6689,0.758288,0.203522,0.0213774,3.63339,-0.455011
95.4777,0.26519,0.0905981,-0.158353,4.12649,-0.613364
94.0051,0.137734,0.0536992,-0.00685188,4.25395,-0.620216
92.4584,0.0619014,0.0277425,-0.00776741,4.32978,-0.627983
92.316,0.0482058,0.0228229,0.00943333,4.34347,-0.61855
93.1458,0.0586749,0.0276617,0.00820349,4.33301,-0.610347
91.944,0.0256498,0.0137717,-0.000528054,4.36603,-0.610875
90.6371,0.00904296,0.00559123,-0.00157585,4.38264,-0.61245
92.3867,0.0188879,0.0110893,-0.000172623,4.37279,-0.612623
92.0713,0.0111452,0.00714666,0.00408526,4.38053,-0.608538
91.8617,0.00649789,0.00454982,0.00302479,4.38518,-0.605513
91.1635,0.00234738,0.0018715,0.000872577,4.38933,-0.60464
90.2328,0.000545398,0.000508241,-1.64173e-05,4.39113,-0.604657
87.7821,1.47724e-05,1.801e-05,-0.000779414,4.39167,-0.605436
88.6498,1.13303e-05,1.47483e-05,-4.11514e-05,4.39167,-0.605477
89.2865,5.30145e-06,7.61439e-06,-4.47809e-05,4.39167,-0.605522
90.4472,4.08364e-06,6.38607e-06,-5.00854e-05,4.39168,-0.605572
92.248,6.78565e-06,1.13388e-05,-5.13383e-05,4.39167,-0.605624
92.2655,2.2762e-07,4.9611e-07,-5.3432e-05,4.39168,-0.605677
93.38,9.02351e-09,2.61152e-08,-5.9323e-05,4.39168,-0.605736
91.8749,1.23023e-19,7.955e-19,-6.01264e-05,4.39168,-0.605797
