Stock Price,Option Price,Delta,Hedging Error,PNL,PNL (with hedge)
100,4.39168,0.428711,0,0,0
98.2882,3.66363,0.383495,-0.00965872,0.728046,-0.00965872
99.8638,4.26623,0.423316,-0.0017268,0.125449,-0.0113855
98.3463,3.62158,0.382747,-0.00148095,0.7701,-0.0128665
100.573,4.50382,0.440089,-0.0334351,-0.112136,-0.0463015
100.128,4.27615,0.427409,0.0278074,0.11553,-0.0184941
101.724,4.95617,0.468934,-0.00169766,-0.564489,-0.0201918
104.424,6.28124,0.539494,-0.0629276,-1.88956,-0.0831193
105.127,6.62896,0.55737,0.02658,-2.23728,-0.0565394
104.928,6.48043,0.551921,0.0323991,-2.08875,-0.0241402
106.253,7.19591,0.585855,0.0107671,-2.80423,-0.0133731
104.132,5.97318,0.530203,-0.0254856,-1.5815,-0.0388587
104.47,6.11542,0.538818,0.0320702,-1.72374,-0.0067885
104.303,5.98744,0.533959,0.033259,-1.59576,0.0264705
105.281,6.48325,0.559808,0.0214015,-2.09157,0.047872
105.814,6.74601,0.573746,0.0304807,-2.35433,0.0783527
106.203,6.93132,0.583882,0.0323695,-2.53964,0.110722
106.783,7.23418,0.599057,0.0300898,-2.8425,0.140812
105.408,6.39543,0.562206,0.00934084,-2.00375,0.150153
105.231,6.25629,0.557118,0.0345097,-1.86461,0.184663
103.667,5.37933,0.513047,0.000682136,-0.987648,0.185345
104.347,5.69422,0.531784,0.0290517,-1.30254,0.214396
103.335,5.13061,0.502378,0.0205394,-0.738925,0.234936
100.157,3.64337,0.409011,-0.113612,0.748309,0.121324
99.7398,3.43813,0.395581,0.0307308,0.95355,0.152054
96.4644,2.26444,0.300761,-0.125549,2.12724,0.0265056
98.9579,3.06542,0.369972,-0.0536872,1.32626,-0.0271816
98.621,2.90653,0.35862,0.0309086,1.48515,0.003727
96.0995,2.06176,0.285215,-0.0626944,2.32992,-0.0589674
93.2566,1.33168,0.209583,-0.0832857,3.06,-0.142253
93.6097,1.38044,0.216064,0.0234221,3.01124,-0.118831
94.0792,1.45684,0.225649,0.0231618,2.93484,-0.0956692
91.1663,0.879726,0.155826,-0.0821366,3.51195,-0.177806
90.6333,0.779395,0.142711,0.0159243,3.61229,-0.161882
91.9875,0.968557,0.169093,0.00287802,3.42312,-0.159004
93.4971,1.22352,0.202188,-0.00114985,3.16816,-0.160153
93.5011,1.19773,0.199965,0.0248099,3.19395,-0.135343
92.5033,0.985988,0.173803,0.0104677,3.40569,-0.124876
91.503,0.801557,0.149274,0.009073,3.59012,-0.115803
92.39,0.918658,0.166403,0.0140231,3.47302,-0.10178
94.4082,1.27447,0.213435,-0.0214263,3.11721,-0.123206
92.9003,0.956435,0.173299,-0.00569693,3.43525,-0.128903
91.3963,0.700278,0.137343,-0.00598453,3.6914,-0.134887
91.3864,0.677792,0.134644,0.0199315,3.71389,-0.114956
90.0079,0.493346,0.105608,-0.00233196,3.89833,-0.117288
89.1429,0.392989,0.0886303,0.00810537,3.99869,-0.109182
89.4861,0.408254,0.0918984,0.0143951,3.98343,-0.0947873
89.6344,0.405775,0.0919903,0.0153233,3.9859,-0.0794641
91.5114,0.589198,0.124264,-0.0115367,3.80248,-0.0910008
89.6494,0.375025,0.0874186,-0.0182912,4.01666,-0.109292
88.6747,0.283761,0.0702169,0.00530891,4.10792,-0.103983
90.3712,0.407502,0.0946232,-0.00521847,3.98418,-0.109202
88.5644,0.250213,0.0641919,-0.0144962,4.14147,-0.123698
85.9048,0.113579,0.0335006,-0.0346415,4.2781,-0.158339
86.5699,0.12941,0.0376487,0.00615896,4.26227,-0.15218
86.5424,0.120285,0.0356524,0.00776556,4.2714,-0.144415
87.7544,0.160412,0.0457132,0.00277451,4.23127,-0.14164
87.2737,0.130713,0.0388,0.00732849,4.26097,-0.134312
85.816,0.0773088,0.0250515,-0.00349101,4.31437,-0.137803
85.3669,0.0614015,0.0207235,0.00443738,4.33028,-0.133365
84.4786,0.0411897,0.0147938,0.0016196,4.35049,-0.131746
85.8106,0.0600027,0.0206496,0.0007597,4.33168,-0.130986
86.294,0.0647836,0.022245,0.00501952,4.3269,-0.125967
86.3919,0.061162,0.0213583,0.00560245,4.33052,-0.120364
85.3279,0.0376455,0.0141585,0.000600796,4.35403,-0.119763
84.9263,0.0288786,0.0113367,0.00295406,4.3628,-0.116809
87.2376,0.0617577,0.022151,-0.00678165,4.32992,-0.123591
88.6513,0.0920121,0.0314725,0.00086249,4.29967,-0.122728
89.461,0.11044,0.0371287,0.00677748,4.28124,-0.115951
89.3163,0.095672,0.0332313,0.0090638,4.29601,-0.106887
89.4924,0.0921608,0.032554,0.00906996,4.29952,-0.0978172
88.0898,0.048974,0.0191352,-0.00276559,4.34271,-0.100583
88.4643,0.0501577,0.0197722,0.00581083,4.34152,-0.094772
86.8125,0.0218813,0.00969471,-0.00456184,4.3698,-0.0993338
84.8959,0.00742361,0.00375081,-0.00421408,4.38426,-0.103548
84.8215,0.00583738,0.00306213,0.00126601,4.38584,-0.102282
86.8926,0.0136376,0.00664205,-0.00149369,4.37804,-0.103776
87.2066,0.0131333,0.00651926,0.00252386,4.37855,-0.101252
87.3371,0.0114486,0.00585889,0.00247045,4.38023,-0.0987812
87.3083,0.00906025,0.00483114,0.00215998,4.38262,-0.0966212
87.5236,0.00804055,0.00441628,0.00200958,4.38364,-0.0946117
86.9876,0.00455883,0.00269629,0.00106744,4.38712,-0.0935442
86.3187,0.00222478,0.00143165,0.00049857,4.38946,-0.0930456
85.4871,0.000883557,0.000626269,0.000129261,4.3908,-0.0929164
85.5564,0.000612494,0.000456355,0.000300033,4.39107,-0.0926164
86.0086,0.000546817,0.000420576,0.000259032,4.39113,-0.0923573
85.1764,0.000164499,0.000141132,1.96242e-05,4.39152,-0.0923377
84.9494,7.15567e-05,6.65058e-05,5.05702e-05,4.39161,-0.0922871
84.0774,1.4045e-05,1.47598e-05,-1.01878e-05,4.39167,-0.0922973
85.0328,1.59288e-05,1.71613e-05,2.93896e-06,4.39166,-0.0922944
84.3707,2.62287e-06,3.20719e-06,-7.35653e-06,4.39168,-0.0923017
85.0448,1.74079e-06,2.25589e-06,-6.13993e-06,4.39168,-0.0923079
84.7827,2.63905e-07,3.87775e-07,-8.29132e-06,4.39168,-0.0923162
87.4513,2.23352e-06,3.14687e-06,-1.00968e-05,4.39168,-0.0923263
88.3666,1.35513e-06,2.07338e-06,-5.42823e-06,4.39168,-0.0923317
89.7998,1.448e-06,2.37418e-06,-6.29956e-06,4.39168,-0.092338
87.8485,1.08134e-09,2.51105e-09,-1.23678e-05,4.39168,-0.0923504
87.3154,4.31136e-13,1.36859e-12,-9.16248e-06,4.39168,-0.0923595
86.4787,1.88079e-20,9.37746e-20,-9.16311e-06,4.39168,-0.0923687
85.9492,5.94509e-41,6.07888e-40,-9.16401e-06,4.39168,-0.0923778
