Stock Price,Option Price,Delta,Hedging Error,PNL,PNL (with hedge)
100,4.39168,0.428711,0,0,0
97.2406,3.27596,0.356711,-0.0710828,1.11572,-0.0710828
97.0584,3.18078,0.350844,0.0270806,1.2109,-0.0440022
97.0815,3.15812,0.350169,0.0276759,1.23356,-0.0163263
96.3901,2.89214,0.331284,0.0208034,1.49954,0.0044771
97.4186,3.21497,0.356297,0.0150245,1.17671,0.0195016
95.2751,2.48138,0.300497,-0.0332537,1.9103,-0.0137521
93.3091,1.9121,0.251529,-0.0240917,2.47958,-0.0378438
90.6722,1.30588,0.191687,-0.0591789,3.0858,-0.0970227
91.9047,1.53492,0.216311,0.00561926,2.85676,-0.0914034
92.3334,1.60567,0.224153,0.0201411,2.78601,-0.0712623
90.6913,1.24597,0.186921,-0.010274,3.14571,-0.0815362
93.7323,1.88891,0.253273,-0.0760829,2.50277,-0.157619
91.4675,1.35234,0.199808,-0.0392196,3.03934,-0.196839
91.8433,1.40578,0.206224,0.0199505,2.9859,-0.176888
91.9563,1.40582,0.20692,0.0214904,2.98586,-0.155398
91.4327,1.27807,0.19363,0.0176549,3.11361,-0.137743
90.9449,1.16463,0.181404,0.017334,3.22705,-0.120409
90.5249,1.06956,0.170852,0.01735,3.32212,-0.103059
89.5292,0.890504,0.149357,0.00749473,3.50118,-0.0955644
87.887,0.65404,0.118283,-0.0100532,3.73764,-0.105618
89.4677,0.84409,0.144447,-0.00406113,3.54759,-0.109679
91.1509,1.09326,0.176214,-0.00723581,3.29842,-0.116915
92.2306,1.27225,0.197907,0.00976202,3.11943,-0.107153
95.018,1.88708,0.263921,-0.0648667,2.5046,-0.172019
94.5691,1.74266,0.250421,0.0236056,2.64902,-0.148414
93.8101,1.53281,0.229328,0.0175953,2.85887,-0.130818
91.983,1.13048,0.184211,-0.0186525,3.2612,-0.149471
91.6319,1.04458,0.174373,0.0196388,3.3471,-0.129832
90.3527,0.818937,0.145666,0.00107371,3.57274,-0.128758
90.143,0.769462,0.13947,0.0176996,3.62222,-0.111059
90.9154,0.862163,0.152787,0.0138468,3.52952,-0.0972119
89.8139,0.687472,0.128992,0.00509355,3.70421,-0.0921183
88.9478,0.565949,0.111364,0.00870205,3.82573,-0.0834163
87.9441,0.448034,0.0930384,0.00521536,3.94365,-0.0782009
86.7017,0.331702,0.0734691,-3.62486e-05,4.05998,-0.0782372
89.3218,0.557228,0.111552,-0.0336369,3.83445,-0.111874
91.0502,0.75688,0.142162,-0.00778732,3.6348,-0.119661
89.4933,0.542028,0.110218,-0.00771391,3.84965,-0.127375
90.5523,0.64948,0.127571,0.00834116,3.7422,-0.119034
89.8296,0.544493,0.111729,0.0116883,3.84719,-0.107346
92.2889,0.854835,0.159178,-0.036516,3.53684,-0.143862
91.7554,0.75095,0.144933,0.0175832,3.64073,-0.126279
90.1314,0.524469,0.110219,-0.010144,3.86721,-0.136423
90.82,0.585182,0.120769,0.0142316,3.8065,-0.122191
87.5543,0.271082,0.0656529,-0.0813348,4.1206,-0.203526
86.8401,0.216861,0.0549945,0.00676608,4.17482,-0.19676
88.0911,0.282414,0.0686712,0.00277501,4.10927,-0.193985
85.6725,0.1436,0.0395189,-0.0278703,4.24808,-0.221855
87.1962,0.204743,0.0533965,-0.00126807,4.18694,-0.223123
89.7374,0.366774,0.0864115,-0.0268064,4.02491,-0.249929
89.5975,0.339377,0.0816991,0.0145542,4.0523,-0.235375
88.7633,0.263247,0.0669134,0.0072545,4.12843,-0.228121
88.8207,0.253915,0.0654071,0.012588,4.13777,-0.215533
88.9317,0.248039,0.0646099,0.0125679,4.14364,-0.202965
89.3408,0.261676,0.0679816,0.0122264,4.13,-0.190738
88.342,0.189215,0.0524401,0.0039649,4.20246,-0.186773
88.3051,0.176225,0.0498045,0.0105935,4.21545,-0.17618
87.2928,0.122732,0.0370795,0.002642,4.26895,-0.173538
87.4148,0.118632,0.0363167,0.0082958,4.27305,-0.165242
89.7029,0.216685,0.0605095,-0.0152741,4.17499,-0.180516
90.4178,0.248433,0.0682705,0.0109735,4.14325,-0.169543
90.8235,0.261342,0.0717732,0.0141841,4.13034,-0.155359
90.9132,0.251805,0.0702431,0.0153405,4.13988,-0.140018
90.3456,0.200369,0.0587389,0.0109416,4.19131,-0.129076
89.422,0.140598,0.0441458,0.00499938,4.25108,-0.124077
86.8379,0.0534336,0.0195516,-0.0273,4.33825,-0.151377
85.4408,0.0279303,0.0112266,-0.00199178,4.36375,-0.153369
84.8956,0.0196107,0.00830901,0.00209218,4.37207,-0.151277
86.0626,0.0279509,0.0114717,0.00127329,4.36373,-0.150003
87.4916,0.0437503,0.0171519,0.000483619,4.34793,-0.14952
84.7049,0.0115445,0.00536609,-0.0157514,4.38014,-0.165271
87.0526,0.0281489,0.0119493,-0.00406664,4.36353,-0.169338
88.009,0.036578,0.0152167,0.00288156,4.3551,-0.166456
87.6148,0.0267265,0.011713,0.00370738,4.36495,-0.162749
85.9816,0.0105362,0.00520251,-0.00305522,4.38114,-0.165804
84.6222,0.00421123,0.00231212,-0.000806957,4.38747,-0.166611
86.4227,0.00882587,0.00457025,-0.000487125,4.38285,-0.167098
87.2682,0.0110511,0.00567684,0.00158391,4.38063,-0.165514
85.6712,0.00363498,0.00211945,-0.00171431,4.38804,-0.167229
86.2105,0.00380503,0.00224753,0.000938845,4.38787,-0.16629
84.8881,0.00122176,0.00081118,-0.000424294,4.39046,-0.166714
84.2907,0.000559144,0.000402274,0.000154801,4.39112,-0.166559
85.6901,0.0010195,0.000714493,8.2738e-05,4.39066,-0.166476
86.6948,0.00139274,0.000972762,0.000322131,4.39029,-0.166154
85.718,0.000436493,0.000341333,-1.86759e-05,4.39124,-0.166173
84.1362,6.5613e-05,5.96915e-05,-0.000188367,4.39161,-0.166361
83.447,1.66595e-05,1.68533e-05,-9.18582e-06,4.39166,-0.166371
83.578,8.24757e-06,8.91559e-06,-6.02401e-06,4.39167,-0.166377
81.8538,3.72248e-07,4.80247e-07,-2.40761e-05,4.39168,-0.166401
81.5929,6.60672e-08,9.45681e-08,-1.63318e-05,4.39168,-0.166417
81.6002,1.24112e-08,1.9616e-08,-1.64569e-05,4.39168,-0.166433
81.9489,2.84262e-09,4.92647e-09,-1.64958e-05,4.39168,-0.16645
82.6202,7.93375e-10,1.50247e-09,-1.65084e-05,4.39168,-0.166466
82.3063,1.62927e-11,3.64133e-11,-1.65151e-05,4.39168,-0.166483
82.0703,9.11048e-14,2.46064e-13,-1.6517e-05,4.39168,-0.1665
82.1638,1.23995e-16,4.13502e-16,-1.65186e-05,4.39168,-0.166516
82.5618,8.72416e-21,3.76113e-20,-1.65203e-05,4.39168,-0.166533
83.4124,8.17351e-28,4.97818e-27,-1.65219e-05,4.39168,-0.166549
84.7243,1.26917e-46,1.40886e-45,-1.65235e-05,4.39168,-0.166566
