Stock Price,Option Price,Delta,Hedging Error,PNL,PNL (with hedge)
100,4.39168,0.428711,0,0,0
98.9869,3.93791,0.401523,0.0156445,0.453775,0.0156445
99.1628,3.97589,0.40505,0.0290717,0.415786,0.0447161
98.3446,3.6209,0.382701,0.0199842,0.770778,0.0647003
98.2232,3.5424,0.378395,0.0286773,0.849282,0.0933776
98.662,3.6781,0.388723,0.027018,0.713584,0.120396
96.9411,3.01693,0.342674,-0.0112018,1.37475,0.109194
97.1073,3.04307,0.345641,0.0278363,1.34861,0.13703
98.5151,3.52248,0.381369,0.00414729,0.869196,0.141177
99.2348,3.76984,0.399455,0.0237464,0.621835,0.164924
97.9711,3.25381,0.364422,0.00771031,1.13787,0.172634
96.7637,2.80198,0.331161,0.00861674,1.5897,0.181251
95.9169,2.50093,0.307685,0.0177388,1.89075,0.19899
96.5007,2.65407,0.321338,0.0238464,1.73761,0.222836
95.5438,2.32896,0.294952,0.0148231,2.06272,0.237659
93.6874,1.79827,0.247025,-0.0194049,2.59341,0.218254
91.8897,1.36883,0.203621,-0.0167309,3.02285,0.201523
91.6113,1.29025,0.195658,0.0201982,3.10143,0.221721
91.298,1.20785,0.18702,0.0194658,3.18383,0.241187
93.0922,1.55356,0.225569,-0.0117066,2.83812,0.229481
95.1491,2.03978,0.274646,-0.0241494,2.3519,0.205331
96.2316,2.32112,0.30141,0.0135717,2.07056,0.218903
96.5472,2.38572,0.308238,0.027916,2.00596,0.246819
96.3243,2.28609,0.300466,0.028238,2.10559,0.275057
97.1321,2.50464,0.320963,0.0215498,1.88704,0.296607
96.8838,2.39302,0.312349,0.0291098,1.99866,0.325717
97.3775,2.51688,0.324475,0.0276097,1.8748,0.353326
93.5676,1.45133,0.221324,-0.173509,2.94035,0.179817
93.994,1.52043,0.229828,0.0233744,2.87125,0.203192
95.5799,1.88647,0.269121,-0.00354313,2.50521,0.199648
97.1947,2.32305,0.312202,-0.00432906,2.06863,0.195319
96.06,1.95513,0.278265,0.0108824,2.43655,0.206202
94.5588,1.53915,0.235803,-0.0041827,2.85253,0.202019
94.073,1.39982,0.221123,0.0227453,2.99186,0.224764
95.2924,1.65821,0.250946,0.00933602,2.73347,0.2341
92.9671,1.11977,0.189351,-0.0472666,3.27191,0.186834
92.1049,0.941849,0.167111,0.0130435,3.44983,0.199877
91.4221,0.811184,0.14991,0.0151579,3.5805,0.215035
90.6108,0.676623,0.131031,0.0116785,3.71506,0.226714
91.2575,0.744388,0.141745,0.0158865,3.64729,0.2426
91.3331,0.733892,0.140918,0.0200174,3.65779,0.262618
91.749,0.772133,0.147282,0.0191913,3.61955,0.281809
94.5024,1.23658,0.21092,-0.0601569,3.1551,0.221652
96.3215,1.63198,0.259219,-0.0135546,2.7597,0.208097
95.8219,1.47363,0.242224,0.0265724,2.91805,0.23467
95.8305,1.4431,0.239904,0.0304626,2.94858,0.265132
94.8333,1.1879,0.209305,0.0138586,3.20378,0.278991
94.3942,1.06974,0.194791,0.0244261,3.32194,0.303417
97.7779,1.8536,0.291565,-0.126442,2.53808,0.176975
